"est_loss","est_return","rating","year"
0.089,0.111,"C","2012"
0.0724,0.0955,"C","2013"
0.0149,0.05047,"AA","2013"
0.0195,0.0903,"AA","2011"
0.0574,0.1001,"B","2013"
0.1425,0.1588,"E","2012"
0.147,0.1439,"E","2011"
0.13,0.1561,"E","2011"
0.0424,0.0697,"B","2013"
0.112,0.128,"D","2011"
0.0899,0.0782,"C","2014"
0.0624,0.08421,"C","2013"
0.112,0.1755,"D","2011"
0.1475,0.10941,"E","2013"
0.0149,0.05047,"AA","2013"
0.1375,0.10544,"E","2013"
0.0474,0.0818,"B","2013"
0.0549,0.0868,"B","2013"
0.0274,0.05879,"A","2013"
0.119,0.1202,"D","2012"
0.0449,0.0843,"B","2012"
0.0499,0.0905,"B","2013"
0.1025,0.1295,"D","2013"
0.165,0.1246,"HR","2012"
0.089,0.1422,"C","2012"
0.0599,0.0561,"B","2012"
0.038,0.0517,"A","2012"
0.1525,0.09975,"HR","2014"
0.0749,0.08022,"C","2013"
0.112,0.1414,"D","2011"
0.038,0.0905,"A","2011"
0.0925,0.1281,"D","2012"
0.0474,0.0818,"B","2013"
0.099,0.1144,"D","2012"
0.1475,0.1582,"E","2012"
0.0149,0.05047,"AA","2013"
0.0549,0.07408,"B","2013"
0.0224,0.05342,"A","2014"
0.0749,0.1115,"C","2013"
0.099,0.1144,"D","2012"
0.035,0.0438,"A","2011"
0.0249,0.05568,"A","2014"
0.0274,0.0631,"A","2013"
0.0449,0.0803,"B","2013"
0.0199,0.04929,"AA","2013"
0.0349,0.0727,"A","2013"
0.147,0.1439,"E","2011"
0.0595,0.0731,"B","2012"
0.0649,0.0987,"C","2012"
0.0624,0.0912,"C","2013"
0.1625,0.11348,"HR","2013"
0.0499,0.08154,"B","2013"
0.0274,0.0631,"A","2013"
0.0174,0.04806,"AA","2014"
0.0799,0.0984,"C","2013"
0.038,0.0905,"A","2011"
0.0274,0.05879,"A","2013"
0.0349,0.06499,"A","2013"
0.0399,0.0749,"A","2013"
0.0599,0.07517,"B","2014"
0.1175,0.09211,"D","2014"
0.0499,0.0905,"B","2013"
0.1075,0.1051,"D","2012"
0.0449,0.07077,"B","2014"
0.1225,0.1093,"E","2013"
0.0849,0.1281,"C","2012"
0.089,0.111,"C","2012"
0.1225,0.1093,"E","2013"
0.1125,0.09609,"D","2013"
0.0124,0.0466,"AA","2013"
0.033,0.0836,"A","2012"
0.0699,0.08529,"C","2013"
0.165,0.1246,"HR","2012"
0.0524,0.074,"B","2014"
0.0499,0.06868,"B","2014"
0.1525,0.10431,"HR","2014"
0.147,0.1487,"E","2011"
0.0499,0.08154,"B","2013"
0.0449,0.0789,"B","2013"
0.0249,0.05568,"A","2013"
0.0699,0.08529,"C","2013"
0.0449,0.0789,"B","2013"
0.1025,0.0927,"D","2013"
0.033,0.0567,"A","2012"
0.165,0.1246,"HR","2011"
0.0595,0.078,"B","2011"
0.0724,0.0955,"C","2013"
0.0624,0.08421,"C","2013"
0.0449,0.0861,"B","2013"
0.02,0.0662,"A","2012"
0.0174,0.0565,"AA","2012"
0.112,0.1414,"D","2011"
0.038,0.0905,"A","2011"
0.147,0.1487,"E","2011"
0.0595,0.0731,"B","2012"
0.0799,0.0984,"C","2013"
0.0424,0.06491,"B","2014"
0.02,0.108,"A","2012"
0.0724,0.08627,"C","2013"
0.1075,0.1051,"D","2013"
0.0649,0.08473,"C","2013"
0.0674,0.0941,"C","2013"
0.165,0.1246,"HR","2012"
0.0324,0.0691,"A","2013"
0.0199,0.04929,"AA","2014"
0.0349,0.0727,"A","2013"
0.0224,0.06026,"A","2013"
0.0399,0.0782,"A","2013"
0.112,0.1232,"D","2011"
0.1625,0.1271,"HR","2012"
0.0799,0.08172,"C","2014"
0.042,0.0906,"B","2012"
0.0299,0.0666,"A","2013"
0.0424,0.0697,"B","2014"
0.0124,0.04261,"AA","2014"
0.0399,0.0782,"A","2013"
0.0925,0.09066,"D","2013"
0.0599,0.07517,"B","2014"
0.0324,0.06968,"A","2013"
0.0399,0.07487,"A","2013"
0.1275,0.1107,"E","2013"
0.0499,0.07344,"B","2013"
0.0574,0.0878,"B","2013"
0.147,0.1487,"E","2011"
0.1675,0.1221,"HR","2012"
0.0595,0.0772,"B","2011"
0.149,0.1567,"E","2012"
0.0774,0.0975,"C","2013"
0.0249,0.05568,"A","2013"
0.0975,0.1025,"D","2013"
0.1625,0.10663,"HR","2014"
0.165,0.1246,"HR","2012"
0.0449,0.0803,"B","2013"
0.1375,0.1137,"E","2013"
0.089,0.111,"C","2012"
0.0925,0.0837,"D","2013"
0.165,0.12,"HR","2012"
0.112,0.1317,"D","2011"
0.098,0.1068,"D","2011"
0.1375,0.10544,"E","2013"
0.0599,0.08321,"B","2013"
0.0849,0.1003,"C","2013"
0.0324,0.0706,"A","2013"
0.1475,0.10256,"E","2014"
0.147,0.1352,"E","2012"
0.1375,0.1354,"E","2012"
0.026,0.0666,"A","2011"
0.119,0.1104,"D","2012"
0.0149,0.04554,"AA","2014"
0.1075,0.1199,"D","2013"
0.0399,0.1065,"A","2012"
0.0299,0.06081,"A","2014"
0.099,0.1458,"D","2012"
0.0349,0.06499,"A","2014"
0.052,0.1195,"B","2012"
0.1075,0.08821,"D","2013"
0.0925,0.1012,"D","2013"
0.0349,0.06499,"A","2014"
0.0349,0.0727,"A","2013"
0.0549,0.0868,"B","2013"
0.1175,0.1189,"D","2012"
0.1625,0.1174,"HR","2012"
0.089,0.111,"C","2012"
0.0374,0.07284,"A","2013"
0.1625,0.1271,"HR","2012"
0.165,0.1246,"HR","2012"
0.0274,0.0631,"A","2013"
0.1625,0.1271,"HR","2012"
0.061,0.0524,"C","2012"
0.1625,0.1174,"HR","2012"
0.0499,0.0905,"B","2013"
0.1625,0.11348,"HR","2013"
0.0849,0.08227,"C","2014"
0.0649,0.07766,"C","2013"
0.0174,0.0565,"AA","2012"
0.0374,0.0748,"A","2013"
0.112,0.1317,"D","2011"
0.089,0.1442,"C","2012"
0.0424,0.07689,"B","2013"
0.0374,0.06706,"A","2013"
0.0849,0.1152,"C","2013"
0.0224,0.0578,"A","2013"
0.089,0.1014,"C","2012"
0.1425,0.10063,"E","2013"
0.0299,0.0906,"A","2013"
0.1625,0.1271,"HR","2012"
0.0349,0.07078,"A","2013"
0.0499,0.07344,"B","2014"
0.1125,0.123,"D","2013"
0.0824,0.08922,"C","2013"
0.0799,0.08172,"C","2014"
0.02,0.116,"A","2011"
0.099,0.1144,"D","2012"
0.0424,0.0697,"B","2013"
0.033,0.0567,"A","2012"
0.165,0.12,"HR","2012"
0.0399,0.0749,"A","2013"
0.0399,0.06526,"A","2014"
0.0099,0.04529,"AA","2013"
0.0399,0.0782,"A","2013"
0.165,0.1246,"HR","2012"
0.0124,0.04261,"AA","2013"
0.0849,0.1003,"C","2012"
0.052,0.0914,"B","2011"
0.147,0.1487,"E","2011"
0.0849,0.08227,"C","2013"
0.0599,0.0888,"B","2013"
0.0774,0.0975,"C","2013"
0.0299,0.0666,"A","2013"
0.108,0.1357,"D","2011"
0.1325,0.1122,"E","2012"
0.0524,0.08209,"B","2013"
0.0699,0.07824,"C","2013"
0.1525,0.11116,"HR","2013"
0.147,0.1352,"E","2012"
0.1575,0.1185,"HR","2013"
0.0925,0.1012,"D","2012"
0.0495,0.0488,"B","2011"
0.1325,0.09737,"E","2014"
0.0574,0.07463,"B","2014"
0.0595,0.0731,"B","2011"
0.1675,0.1221,"HR","2012"
0.108,0.1698,"D","2011"
0.1675,0.1124,"HR","2012"
0.089,0.111,"C","2012"
0.0374,0.06706,"A","2013"
0.1025,0.1145,"D","2012"
0.0524,0.0858,"B","2013"
0.1025,0.08578,"D","2013"
0.1475,0.10941,"E","2013"
0.0599,0.07517,"B","2014"
0.1075,0.09512,"D","2013"
0.183,0.1087,"HR","2011"
0.1025,0.1186,"D","2013"
0.0549,0.08215,"B","2013"
0.0374,0.0728,"A","2013"
0.0699,0.08529,"C","2013"
0.038,0.0911,"A","2012"
0.0474,0.0484,"B","2013"
0.0925,0.116,"D","2013"
0.0474,0.07192,"B","2014"
0.0874,0.08279,"C","2014"
0.0424,0.0778,"B","2013"
0.0899,0.0898,"C","2013"
0.089,0.111,"C","2012"
0.1475,0.10941,"E","2013"
0.1175,0.1079,"D","2012"
0.1125,0.123,"D","2013"
0.0374,0.0748,"A","2013"
0.147,0.1487,"E","2011"
0.1025,0.1039,"D","2012"
0.0349,0.0997,"A","2013"
0.0399,0.06526,"A","2014"
0.0424,0.0697,"B","2013"
0.0624,0.07713,"C","2014"
0.0399,0.0749,"A","2013"
0.0925,0.09066,"D","2013"
0.0849,0.07762,"C","2014"
0.0549,0.0963,"B","2013"
0.0674,0.125,"C","2012"
0.147,0.1487,"E","2011"
0.033,0.1115,"A","2012"
0.0499,0.0838,"B","2013"
0.165,0.1246,"HR","2012"
0.0424,0.07689,"B","2013"
0.0599,0.07517,"B","2013"
0.0499,0.0838,"B","2012"
0.0595,0.1074,"B","2011"
0.0474,0.0876,"B","2013"
0.147,0.1352,"E","2011"
0.112,0.1317,"D","2011"
0.0224,0.0821,"A","2012"
0.0474,0.07192,"B","2014"
0.165,0.1267,"HR","2011"
0.0474,0.0484,"B","2013"
0.0595,0.0942,"B","2011"
0.1025,0.0927,"D","2013"
0.0599,0.1214,"B","2012"
0.17,0.1148,"HR","2011"
0.0174,0.0782,"AA","2012"
0.0674,0.1091,"C","2013"
0.0299,0.0906,"A","2012"
0.0349,0.0746,"A","2012"
0.061,0.1147,"C","2011"
0.089,0.1422,"C","2012"
0.0599,0.08321,"B","2013"
0.108,0.1357,"D","2011"
0.0925,0.1012,"D","2013"
0.1625,0.11348,"HR","2013"
0.165,0.12,"HR","2011"
0.0449,0.1272,"B","2012"
0.149,0.1394,"E","2011"
0.042,0.128,"B","2012"
0.1325,0.09737,"E","2014"
0.165,0.1246,"HR","2012"
0.0174,0.04806,"AA","2014"
0.0574,0.08268,"B","2013"
0.0874,0.08279,"C","2013"
0.0474,0.08004,"B","2013"
0.02,0.0597,"A","2012"
0.0565,0.115,"B","2012"
0.0549,0.07408,"B","2014"
0.0324,0.06968,"A","2013"
0.0899,0.0898,"C","2013"
0.1125,0.123,"D","2013"
0.1375,0.09858,"E","2013"
0.0799,0.08172,"C","2014"
0.0174,0.04806,"AA","2014"
0.1475,0.10941,"E","2013"
0.13,0.1561,"E","2011"
0.0074,0.0426,"AA","2013"
0.147,0.1487,"E","2011"
0.118,0.0575,"D","2012"
0.0624,0.07241,"C","2014"
0.1425,0.10063,"E","2013"
0.0374,0.07284,"A","2013"
0.112,0.1317,"D","2011"
0.033,0.0961,"A","2012"
0.0749,0.08022,"C","2013"
0.0349,0.06306,"A","2014"
0.0324,0.0706,"A","2013"
0.0399,0.0782,"A","2013"
0.17,0.1148,"HR","2011"
0.0399,0.07487,"A","2013"
0.0899,0.0898,"C","2013"
0.0374,0.0728,"A","2013"
0.0599,0.102,"B","2013"
0.119,0.115,"D","2012"
0.0849,0.1103,"C","2012"
0.0595,0.1066,"B","2011"
0.052,0.1195,"B","2012"
0.0624,0.07713,"C","2014"
0.1475,0.10941,"E","2013"
0.0624,0.08421,"C","2013"
0.0595,0.1074,"B","2011"
0.0699,0.08529,"C","2013"
0.0599,0.0888,"B","2013"
0.1675,0.1221,"HR","2012"
0.0925,0.09066,"D","2013"
0.0299,0.0666,"A","2013"
0.089,0.111,"C","2012"
0.0199,0.04929,"AA","2013"
0.0424,0.0836,"B","2013"
0.1575,0.1185,"HR","2013"
0.089,0.1014,"C","2012"
0.1675,0.1221,"HR","2012"
0.1625,0.1174,"HR","2012"
0.0595,0.112,"B","2012"
0.085,0.1437,"C","2012"
0.0849,0.08926,"C","2013"
0.0624,0.0973,"C","2012"
0.165,0.1246,"HR","2012"
0.061,0.1147,"C","2011"
0.0824,0.08223,"C","2014"
0.0524,0.074,"B","2014"
0.165,0.1246,"HR","2012"
0.0349,0.0727,"A","2013"
0.0774,0.08728,"C","2013"
0.0449,0.0789,"B","2013"
0.0449,0.07077,"B","2013"
0.147,0.1487,"E","2011"
0.13,0.1561,"E","2011"
0.0174,0.0549,"AA","2012"
0.1125,0.09609,"D","2013"
0.089,0.1014,"C","2012"
0.052,0.0963,"B","2011"
0.0699,0.07824,"C","2013"
0.0975,0.1025,"D","2012"
0.0424,0.0697,"B","2013"
0.1475,0.10256,"E","2014"
0.1225,0.09414,"E","2014"
0.01,0.0884,"AA","2012"
0.0574,0.1001,"B","2013"
0.0174,0.04806,"AA","2014"
0.0374,0.0748,"A","2013"
0.0649,0.08473,"C","2013"
0.098,0.1068,"D","2011"
0.1625,0.11348,"HR","2013"
0.119,0.115,"D","2012"
0.0249,0.0623,"A","2012"
0.0849,0.08926,"C","2013"
0.0749,0.1115,"C","2013"
0.0674,0.1091,"C","2013"
0.0749,0.08724,"C","2013"
0.089,0.1062,"C","2012"
0.089,0.111,"C","2012"
0.147,0.1487,"E","2011"
0.0874,0.08976,"C","2013"
0.088,0.0424,"C","2012"
0.1425,0.115,"E","2012"
0.0374,0.06706,"A","2014"
0.061,0.1147,"C","2011"
0.1625,0.1271,"HR","2012"
0.1375,0.1137,"E","2013"
0.0274,0.0631,"A","2013"
0.119,0.115,"D","2012"
0.1275,0.1107,"E","2013"
0.0199,0.04929,"AA","2013"
0.0874,0.0999,"C","2013"
0.026,0.0965,"A","2011"
0.0325,0.0403,"A","2011"
0.0799,0.08872,"C","2013"
0.0524,0.0858,"B","2013"
0.0325,0.0423,"A","2011"
0.0799,0.1479,"C","2012"
0.0299,0.06081,"A","2014"
0.0249,0.06,"A","2012"
0.089,0.1442,"C","2012"
0.1125,0.1065,"D","2013"
0.0299,0.0666,"A","2013"
0.0449,0.0789,"B","2013"
0.0249,0.04,"A","2013"
0.0199,0.04929,"AA","2013"
0.0124,0.0554,"AA","2012"
0.0349,0.06499,"A","2014"
0.0374,0.0748,"A","2013"
0.0649,0.07766,"C","2014"
0.0824,0.08223,"C","2014"
0.038,0.1158,"A","2011"
0.089,0.1062,"C","2012"
0.0324,0.06968,"A","2013"
0.0899,0.08284,"C","2014"
0.0774,0.1124,"C","2013"
0.0374,0.07284,"A","2013"
0.0499,0.07344,"B","2014"
0.0495,0.0882,"B","2011"
0.0274,0.05782,"A","2014"
0.0874,0.1269,"C","2013"
0.0774,0.08027,"C","2014"
0.0624,0.08421,"C","2013"
0.0849,0.08926,"C","2013"
0.0724,0.08627,"C","2013"
0.1225,0.10102,"E","2013"
0.0874,0.08976,"C","2013"
0.0824,0.08922,"C","2013"
0.0975,0.08474,"D","2014"
0.0449,0.07077,"B","2014"
0.0249,0.05568,"A","2014"
0.1675,0.1221,"HR","2012"
0.0599,0.07045,"B","2014"
0.0224,0.05342,"A","2014"
0.147,0.1487,"E","2011"
0.147,0.0982,"E","2011"
0.0774,0.0975,"C","2013"
0.0599,0.08321,"B","2013"
0.1375,0.1137,"E","2013"
0.1175,0.1079,"D","2012"
0.0399,0.07487,"A","2013"
0.112,0.1232,"D","2011"
0.0699,0.08529,"C","2013"
0.0199,0.0532,"AA","2013"
0.0849,0.1003,"C","2013"
0.0274,0.0645,"A","2013"
0.0324,0.06388,"A","2014"
0.0299,0.0657,"A","2013"
0.0649,0.1246,"C","2012"
0.0324,0.06388,"A","2014"
0.112,0.1232,"D","2012"
0.0824,0.08922,"C","2013"
0.01,0.0599,"AA","2011"
0.0374,0.07284,"A","2013"
0.089,0.111,"C","2012"
0.1375,0.1239,"E","2012"
0.0599,0.08321,"B","2013"
0.0799,0.08172,"C","2014"
0.038,0.0517,"A","2012"
0.0595,0.112,"B","2012"
0.1625,0.1271,"HR","2012"
0.042,0.0926,"B","2012"
0.0249,0.05568,"A","2014"
0.0574,0.1001,"B","2013"
0.0874,0.08976,"C","2013"
0.0099,0.055,"AA","2012"
0.149,0.1567,"E","2012"
0.0549,0.07408,"B","2013"
0.0099,0.04231,"AA","2013"
0.0499,0.08154,"B","2013"
0.042,0.128,"B","2012"
0.1425,0.115,"E","2013"
0.0925,0.07907,"D","2014"
0.0449,0.0789,"B","2013"
0.0399,0.0691,"A","2014"
0.0274,0.0631,"A","2013"
0.089,0.1014,"C","2012"
0.0155,0.04,"AA","2011"
0.0399,0.0691,"A","2014"
0.0374,0.07284,"A","2013"
0.1,0.1048,"D","2011"
0.0374,0.0748,"A","2013"
0.0549,0.08215,"B","2013"
0.0124,0.04261,"AA","2014"
0.0799,0.0559,"C","2012"
0.0424,0.0836,"B","2013"
0.0595,0.0584,"B","2011"
0.0699,0.07824,"C","2014"
0.105,0.1521,"D","2012"
0.1225,0.1093,"E","2013"
0.147,0.1487,"E","2011"
0.033,0.0567,"A","2012"
0.1225,0.1093,"E","2013"
0.165,0.1246,"HR","2012"
0.0749,0.0965,"C","2013"
0.0155,0.04,"AA","2011"
0.0624,0.07713,"C","2014"
0.1625,0.11348,"HR","2013"
0.1025,0.1186,"D","2013"
0.0849,0.08926,"C","2013"
0.0374,0.0748,"A","2013"
0.089,0.1442,"C","2012"
0.0274,0.06462,"A","2013"
0.0595,0.1074,"B","2011"
0.1625,0.11348,"HR","2013"
0.0975,0.1025,"D","2013"
0.0565,0.0935,"B","2012"
0.0824,0.0984,"C","2013"
0.0874,0.08279,"C","2014"
0.0524,0.08209,"B","2013"
0.0499,0.06868,"B","2014"
0.0249,0.06,"A","2013"
0.108,0.1357,"D","2011"
0.0124,0.04261,"AA","2014"
0.1175,0.1523,"D","2012"
0.1625,0.1271,"HR","2012"
0.0624,0.07713,"C","2013"
0.1275,0.10307,"E","2013"
0.0299,0.0657,"A","2012"
0.0774,0.08027,"C","2014"
0.0424,0.0697,"B","2014"
0.0799,0.08172,"C","2014"
0.0849,0.08926,"C","2013"
0.0449,0.07077,"B","2014"
0.02,0.0662,"A","2012"
0.0499,0.0905,"B","2013"
0.0524,0.074,"B","2013"
0.02,0.0807,"A","2011"
0.13,0.1561,"E","2011"
0.0674,0.1091,"C","2013"
0.033,0.1115,"A","2012"
0.1125,0.1166,"D","2012"
0.1475,0.10941,"E","2013"
0.17,0.1148,"HR","2011"
0.0149,0.0498,"AA","2013"
0.0249,0.06,"A","2012"
0.1075,0.1158,"D","2012"
0.0349,0.06499,"A","2013"
0.042,0.128,"B","2012"
0.0624,0.0912,"C","2013"
0.0649,0.08473,"C","2013"
0.0499,0.08154,"B","2013"
0.119,0.1104,"D","2012"
0.165,0.1246,"HR","2012"
0.0824,0.08223,"C","2014"
0.0524,0.074,"B","2014"
0.1375,0.1137,"E","2013"
0.1675,0.1124,"HR","2012"
0.0099,0.055,"AA","2012"
0.0624,0.07713,"C","2014"
0.0599,0.0888,"B","2013"
0.0574,0.08268,"B","2013"
0.089,0.111,"C","2012"
0.0449,0.07077,"B","2013"
0.0249,0.0623,"A","2012"
0.0124,0.04261,"AA","2014"
0.0649,0.08473,"C","2013"
0.065,0.1491,"C","2012"
0.0374,0.07284,"A","2013"
0.0674,0.0941,"C","2013"
0.0449,0.0789,"B","2013"
0.0249,0.0623,"A","2012"
0.0975,0.1025,"D","2013"
0.1625,0.11348,"HR","2013"
0.0674,0.1091,"C","2013"
0.0574,0.0878,"B","2012"
0.02,0.116,"A","2011"
0.0349,0.0712,"A","2013"
0.0699,0.08529,"C","2013"
0.1425,0.1588,"E","2012"
0.112,0.1414,"D","2011"
0.0299,0.06081,"A","2014"
0.0549,0.08215,"B","2013"
0.165,0.1246,"HR","2012"
0.149,0.143,"E","2011"
0.0624,0.07713,"C","2014"
0.0549,0.08215,"B","2013"
0.0149,0.05047,"AA","2013"
0.0499,0.0838,"B","2012"
0.0799,0.0984,"C","2013"
0.0474,0.0876,"B","2013"
0.0599,0.08321,"B","2013"
0.0674,0.0532,"C","2013"
0.0674,0.07819,"C","2014"
0.147,0.1439,"E","2011"
0.0774,0.1124,"C","2013"
0.0849,0.1003,"C","2012"
0.119,0.1104,"D","2012"
0.0549,0.0963,"B","2013"
0.0135,0.0331,"AA","2011"
0.1625,0.1174,"HR","2012"
0.0374,0.06706,"A","2014"
0.0699,0.095,"C","2013"
0.108,0.1357,"D","2011"
0.1125,0.123,"D","2013"
0.108,0.1357,"D","2011"
0.0925,0.116,"D","2013"
0.026,0.0666,"A","2011"
0.0925,0.0837,"D","2013"
0.105,0.1363,"D","2011"
0.0674,0.1091,"C","2013"
0.147,0.1487,"E","2011"
0.1075,0.08361,"D","2014"
0.0549,0.07408,"B","2014"
0.0424,0.0836,"B","2013"
0.02,0.0328,"A","2012"
0.112,0.1232,"D","2012"
0.088,0.0424,"C","2012"
0.0565,0.1385,"B","2012"
0.0595,0.1074,"B","2011"
0.0599,0.0888,"B","2013"
0.1025,0.1039,"D","2013"
0.0774,0.08728,"C","2013"
0.0424,0.07689,"B","2013"
0.105,0.1363,"D","2011"
0.0249,0.06153,"A","2013"
0.085,0.158,"C","2012"
0.0699,0.07824,"C","2013"
0.052,0.1351,"B","2011"
0.1025,0.1039,"D","2013"
0.0975,0.1173,"D","2013"
0.1225,0.09414,"E","2013"
0.183,0.1087,"HR","2011"
0.0249,0.0623,"A","2012"
0.1675,0.1221,"HR","2012"
0.02,0.0662,"A","2012"
0.1075,0.1051,"D","2013"
0.089,0.1014,"C","2012"
0.0274,0.05879,"A","2014"
0.0749,0.08022,"C","2014"
0.0524,0.074,"B","2014"
0.0849,0.1003,"C","2012"
0.0155,0.0245,"AA","2011"
0.0299,0.06081,"A","2014"
0.1175,0.1079,"D","2013"
0.0299,0.06081,"A","2013"
0.0299,0.06081,"A","2013"
0.0399,0.07487,"A","2013"
0.0975,0.1025,"D","2013"
0.089,0.111,"C","2012"
0.089,0.1422,"C","2012"
0.1575,0.1185,"HR","2013"
0.0849,0.1281,"C","2012"
0.0374,0.0728,"A","2013"
0.1475,0.1582,"E","2012"
0.0424,0.0836,"B","2013"
0.165,0.1246,"HR","2012"
0.065,0.111,"C","2012"
0.149,0.143,"E","2011"
0.1425,0.10063,"E","2014"
0.0549,0.08215,"B","2013"
0.0449,0.0789,"B","2013"
0.0499,0.08154,"B","2013"
0.0674,0.07819,"C","2014"
0.1675,0.1221,"HR","2012"
0.052,0.0806,"B","2012"
0.0824,0.08922,"C","2013"
0.0624,0.08421,"C","2013"
0.0299,0.0657,"A","2013"
0.085,0.1437,"C","2012"
0.0299,0.0906,"A","2012"
0.0374,0.0728,"A","2012"
0.0174,0.0549,"AA","2013"
0.0749,0.07554,"C","2014"
0.0124,0.0383,"AA","2013"
0.0549,0.0963,"B","2013"
0.0549,0.07408,"B","2013"
0.0424,0.0697,"B","2014"
0.0424,0.0697,"B","2014"
0.1375,0.0682,"E","2012"
0.112,0.1414,"D","2011"
0.105,0.1278,"D","2011"
0.0449,0.0861,"B","2013"
0.0649,0.07766,"C","2014"
0.0565,0.0761,"B","2012"
0.112,0.1232,"D","2011"
0.0324,0.095,"A","2013"
0.0324,0.06388,"A","2014"
0.1275,0.10307,"E","2013"
0.0499,0.08154,"B","2013"
0.0599,0.102,"B","2013"
0.1475,0.10941,"E","2013"
0.0599,0.08321,"B","2013"
0.0524,0.074,"B","2014"
0.0624,0.0912,"C","2013"
0.0624,0.0912,"C","2013"
0.1475,0.10256,"E","2013"
0.061,0.1147,"C","2011"
0.0574,0.1001,"B","2013"
0.1225,0.10102,"E","2013"
0.0724,0.1105,"C","2013"
0.0574,0.07463,"B","2013"
0.0724,0.08627,"C","2013"
0.033,0.1115,"A","2012"
0.038,0.077,"A","2011"
0.0149,0.0498,"AA","2013"
0.0624,0.07713,"C","2013"
0.0849,0.1492,"C","2012"
0.077,0.0793,"C","2011"
0.033,0.0567,"A","2012"
0.0349,0.0727,"A","2013"
0.0499,0.07344,"B","2013"
0.0849,0.1003,"C","2013"
0.098,0.136,"D","2011"
0.0674,0.07819,"C","2014"
0.0424,0.07689,"B","2013"
0.149,0.1567,"E","2012"
0.0195,0.0504,"AA","2011"
0.0349,0.0727,"A","2013"
0.0324,0.06388,"A","2014"
0.0399,0.0749,"A","2013"
0.065,0.111,"C","2012"
0.0899,0.1004,"C","2013"
0.1475,0.10256,"E","2014"
0.0595,0.0878,"B","2011"
0.0874,0.08976,"C","2013"
0.0374,0.0728,"A","2013"
0.147,0.1487,"E","2011"
0.0749,0.08022,"C","2013"
0.0595,0.0782,"B","2011"
0.0599,0.0888,"B","2013"
0.13,0.1561,"E","2011"
0.0324,0.06388,"A","2014"
0.1025,0.0927,"D","2013"
0.0199,0.04929,"AA","2013"
0.089,0.1014,"C","2012"
0.0349,0.0727,"A","2013"
0.112,0.1414,"D","2011"
0.0574,0.07463,"B","2014"
0.0424,0.0836,"B","2013"
0.1225,0.09414,"E","2014"
0.0565,0.115,"B","2012"
0.0649,0.08473,"C","2013"
0.0449,0.0861,"B","2013"
0.0374,0.06706,"A","2014"
0.089,0.1014,"C","2012"
0.0449,0.0861,"B","2013"
0.0649,0.08473,"C","2013"
0.0324,0.0706,"A","2013"
0.0899,0.08284,"C","2014"
0.1575,0.1185,"HR","2013"
0.0474,0.0818,"B","2013"
0.108,0.1649,"D","2011"
0.0499,0.0905,"B","2013"
0.108,0.1357,"D","2011"
0.1025,0.1039,"D","2013"
0.0449,0.07077,"B","2013"
0.0724,0.0955,"C","2013"
0.0499,0.0905,"B","2013"
0.0249,0.05568,"A","2014"
0.0274,0.0631,"A","2013"
0.147,0.1487,"E","2011"
0.0925,0.1487,"D","2012"
0.0499,0.0905,"B","2013"
0.089,0.1422,"C","2012"
0.1375,0.10544,"E","2013"
0.0595,0.1074,"B","2011"
0.015,0.0604,"AA","2011"
0.0524,0.074,"B","2014"
0.0724,0.0542,"C","2012"
0.089,0.1062,"C","2012"
0.149,0.1276,"E","2012"
0.0565,0.0761,"B","2012"
0.0565,0.1385,"B","2012"
0.1125,0.09609,"D","2013"
0.0624,0.1239,"C","2013"
0.165,0.1246,"HR","2011"
0.0549,0.119,"B","2012"
0.0599,0.07517,"B","2014"
0.0599,0.102,"B","2013"
0.0324,0.06968,"A","2013"
0.0349,0.07078,"A","2013"
0.0449,0.0789,"B","2013"
0.0449,0.0789,"B","2013"
0.147,0.1439,"E","2011"
0.149,0.1394,"E","2011"
0.0074,0.055,"AA","2012"
0.0649,0.07766,"C","2014"
0.112,0.1414,"D","2011"
0.0925,0.09066,"D","2013"
0.0495,0.0588,"B","2011"
0.147,0.1487,"E","2011"
0.0224,0.05342,"A","2014"
0.0124,0.04261,"AA","2014"
0.0774,0.0975,"C","2013"
0.1175,0.1079,"D","2013"
0.1025,0.1039,"D","2013"
0.0549,0.07408,"B","2014"
0.0649,0.08473,"C","2013"
0.0249,0.06,"A","2013"
0.165,0.1246,"HR","2012"
0.0599,0.0888,"B","2012"
0.1,0.1243,"D","2011"
0.0925,0.1281,"D","2013"
0.0699,0.07824,"C","2013"
0.0565,0.1074,"B","2012"
0.1225,0.09414,"E","2014"
0.1175,0.099,"D","2013"
0.0524,0.0858,"B","2013"
0.0549,0.07408,"B","2014"
0.1325,0.1122,"E","2013"
0.0549,0.0868,"B","2012"
0.0824,0.08223,"C","2014"
0.1025,0.08578,"D","2014"
0.015,0.0604,"AA","2011"
0.0274,0.0645,"A","2013"
0.0624,0.08421,"C","2013"
0.0824,0.08922,"C","2013"
0.119,0.1104,"D","2012"
0.0349,0.0712,"A","2013"
0.0624,0.07713,"C","2013"
0.0424,0.0697,"B","2014"
0.0499,0.07344,"B","2014"
0.0749,0.08022,"C","2014"
0.147,0.1352,"E","2011"
0.0474,0.0876,"B","2013"
0.0824,0.08223,"C","2014"
0.089,0.1014,"C","2012"
0.0824,0.08223,"C","2014"
0.1675,0.1221,"HR","2012"
0.0349,0.06306,"A","2014"
0.0524,0.0943,"B","2013"
0.061,0.1147,"C","2011"
0.0249,0.0623,"A","2012"
